"(1, 84)",1
"(0, 145)",3
"(1, 145)",5
"(2, 64)",5
"(3, 72)",5
"(0, 101)",6
"(0, 124)",6
"(4, 47)",6
"(0, 84)",7
"(0, 143)",7
"(1, 58)",7
"(2, 43)",7
"(4, 65)",7
"(0, 37)",8
"(0, 100)",8
"(0, 126)",8
"(2, 20)",8
"(2, 78)",8
"(2, 143)",8
"(4, 57)",8
"(0, 82)",9
"(0, 114)",9
"(3, 58)",9
"(3, 66)",9
"(4, 31)",9
"(4, 94)",9
"(0, 13)",10
"(0, 21)",10
"(0, 121)",10
"(1, 100)",10
"(1, 124)",10
"(4, 105)",10
"(1, 20)",11
"(4, 62)",11
"(0, 39)",12
"(0, 60)",12
"(0, 125)",12
"(0, 129)",12
"(1, 101)",12
"(2, 12)",12
"(2, 84)",12
"(3, 21)",12
"(3, 39)",12
"(3, 129)",12
"(0, 58)",13
"(0, 71)",13
"(0, 112)",13
"(1, 72)",13
"(1, 114)",13
"(1, 143)",13
"(2, 13)",13
"(2, 48)",13
"(2, 55)",13
"(2, 126)",13
"(3, 30)",13
"(3, 114)",13
"(4, 26)",13
"(4, 34)",13
"(4, 96)",13
"(4, 116)",13
"(0, 134)",14
"(1, 21)",14
"(1, 37)",14
"(1, 43)",14
"(1, 64)",14
"(1, 121)",14
"(1, 126)",14
"(2, 109)",14
"(2, 145)",14
"(3, 100)",14
"(4, 8)",14
"(4, 95)",14
"(0, 20)",15
"(1, 66)",15
"(1, 82)",15
"(2, 40)",15
"(3, 46)",15
"(3, 84)",15
"(3, 108)",15
"(4, 89)",15
"(0, 55)",16
"(1, 13)",16
"(1, 39)",16
"(1, 60)",16
"(1, 125)",16
"(1, 129)",16
"(2, 82)",16
"(3, 124)",16
"(4, 27)",16
"(0, 12)",17
"(0, 15)",17
"(0, 41)",17
"(0, 144)",17
"(1, 71)",17
"(1, 78)",17
"(1, 112)",17
"(2, 101)",17
"(2, 134)",17
"(3, 15)",17
"(3, 144)",17
"(4, 79)",17
"(4, 90)",17
"(0, 32)",18
"(0, 43)",18
"(0, 48)",18
"(0, 64)",18
"(0, 118)",18
"(0, 142)",18
"(2, 58)",18
"(3, 113)",18
"(3, 136)",18
"(0, 10)",19
"(0, 11)",19
"(0, 72)",19
"(0, 86)",19
"(0, 109)",19
"(1, 46)",19
"(2, 80)",19
"(2, 100)",19
"(2, 124)",19
"(3, 20)",19
"(3, 22)",19
"(3, 145)",19
"(4, 91)",19
"(0, 40)",20
"(0, 44)",20
"(0, 80)",20
"(0, 102)",20
"(1, 134)",20
"(3, 43)",20
"(4, 4)",20
"(4, 9)",20
"(0, 18)",21
"(0, 19)",21
"(0, 66)",21
"(0, 78)",21
"(0, 130)",21
"(0, 147)",21
"(1, 15)",21
"(1, 108)",21
"(1, 144)",21
"(2, 23)",21
"(2, 37)",21
"(3, 2)",21
"(3, 18)",21
"(3, 50)",21
"(3, 78)",21
"(3, 86)",21
"(3, 130)",21
"(4, 61)",21
"(4, 92)",21
"(4, 146)",21
"(0, 5)",22
"(1, 55)",22
"(1, 136)",22
"(1, 142)",22
"(2, 114)",22
"(2, 120)",22
"(3, 69)",22
"(3, 85)",22
"(3, 117)",22
"(0, 76)",23
"(1, 12)",23
"(1, 41)",23
"(1, 86)",23
"(2, 21)",23
"(2, 121)",23
"(2, 137)",23
"(3, 19)",23
"(3, 71)",23
"(4, 3)",23
"(4, 17)",23
"(4, 24)",23
"(4, 36)",23
"(4, 119)",23
"(0, 1)",24
"(0, 93)",24
"(0, 117)",24
"(1, 32)",24
"(1, 44)",24
"(1, 48)",24
"(1, 102)",24
"(1, 118)",24
"(2, 6)",24
"(2, 72)",24
"(3, 93)",24
"(3, 123)",24
"(4, 111)",24
"(0, 46)",25
"(1, 10)",25
"(1, 11)",25
"(1, 18)",25
"(1, 19)",25
"(1, 50)",25
"(1, 109)",25
"(1, 130)",25
"(1, 147)",25
"(2, 39)",25
"(2, 60)",25
"(2, 125)",25
"(2, 129)",25
"(3, 74)",25
"(4, 149)",25
"(0, 23)",26
"(0, 136)",26
"(0, 138)",26
"(1, 40)",26
"(1, 80)",26
"(1, 85)",26
"(1, 117)",26
"(2, 41)",26
"(2, 66)",26
"(2, 71)",26
"(2, 112)",26
"(2, 127)",26
"(3, 1)",26
"(3, 60)",26
"(3, 64)",26
"(3, 121)",26
"(3, 138)",26
"(4, 14)",26
"(0, 6)",27
"(0, 50)",27
"(0, 97)",27
"(0, 106)",27
"(0, 108)",27
"(0, 120)",27
"(0, 148)",27
"(1, 76)",27
"(2, 32)",27
"(3, 97)",27
"(3, 106)",27
"(3, 131)",27
"(3, 148)",27
"(4, 77)",27
"(4, 81)",27
"(4, 88)",27
"(0, 137)",28
"(1, 1)",28
"(1, 5)",28
"(1, 93)",28
"(1, 113)",28
"(1, 123)",28
"(2, 52)",28
"(3, 67)",28
"(3, 101)",28
"(4, 42)",28
"(4, 104)",28
"(4, 122)",28
"(4, 128)",28
"(4, 141)",28
"(0, 56)",29
"(0, 74)",29
"(1, 30)",29
"(1, 74)",29
"(2, 118)",29
"(3, 98)",29
"(3, 112)",29
"(3, 143)",29
"(4, 59)",29
"(0, 33)",30
"(1, 138)",30
"(2, 10)",30
"(2, 15)",30
"(2, 46)",30
"(2, 144)",30
"(3, 33)",30
"(3, 37)",30
"(3, 99)",30
"(3, 102)",30
"(3, 126)",30
"(4, 139)",30
"(0, 52)",31
"(0, 127)",31
"(0, 135)",31
"(1, 22)",31
"(1, 97)",31
"(1, 106)",31
"(1, 148)",31
"(2, 136)",31
"(2, 142)",31
"(3, 82)",31
"(3, 103)",31
"(3, 135)",31
"(4, 115)",31
"(0, 85)",32
"(0, 87)",32
"(0, 99)",32
"(0, 123)",32
"(0, 132)",32
"(1, 23)",32
"(1, 69)",32
"(2, 11)",32
"(2, 28)",32
"(2, 45)",32
"(2, 86)",32
"(2, 108)",32
"(3, 13)",32
"(3, 87)",32
"(3, 125)",32
"(3, 132)",32
"(4, 29)",32
"(4, 35)",32
"(4, 63)",32
"(4, 83)",32
"(0, 25)",33
"(0, 28)",33
"(1, 6)",33
"(1, 120)",33
"(2, 5)",33
"(2, 44)",33
"(2, 102)",33
"(3, 25)",33
"(3, 147)",33
"(4, 0)",33
"(4, 49)",33
"(0, 38)",34
"(0, 68)",34
"(0, 113)",34
"(1, 33)",34
"(1, 99)",34
"(1, 137)",34
"(2, 18)",34
"(2, 19)",34
"(2, 50)",34
"(2, 54)",34
"(2, 130)",34
"(2, 147)",34
"(3, 38)",34
"(4, 38)",34
"(4, 68)",34
"(4, 70)",34
"(0, 30)",35
"(0, 45)",35
"(0, 49)",35
"(1, 56)",35
"(1, 103)",35
"(1, 135)",35
"(2, 117)",35
"(3, 49)",35
"(4, 25)",35
"(0, 7)",36
"(0, 29)",36
"(0, 35)",36
"(0, 53)",36
"(0, 70)",36
"(0, 73)",36
"(0, 83)",36
"(1, 87)",36
"(1, 132)",36
"(2, 76)",36
"(3, 29)",36
"(3, 53)",36
"(3, 83)",36
"(3, 134)",36
"(3, 142)",36
"(4, 53)",36
"(4, 75)",36
"(4, 87)",36
"(4, 107)",36
"(4, 132)",36
"(0, 22)",37
"(0, 115)",37
"(1, 2)",37
"(1, 25)",37
"(1, 52)",37
"(1, 127)",37
"(2, 1)",37
"(2, 7)",37
"(2, 85)",37
"(2, 93)",37
"(2, 123)",37
"(3, 115)",37
"(4, 135)",37
"(0, 69)",38
"(0, 75)",38
"(0, 139)",38
"(1, 38)",38
"(1, 68)",38
"(2, 51)",38
"(2, 56)",38
"(2, 74)",38
"(3, 44)",38
"(3, 55)",38
"(3, 139)",38
"(4, 16)",38
"(4, 33)",38
"(4, 73)",38
"(4, 99)",38
"(4, 110)",38
"(0, 0)",39
"(0, 54)",39
"(0, 103)",39
"(1, 28)",39
"(1, 49)",39
"(2, 113)",39
"(2, 138)",39
"(3, 0)",39
"(3, 12)",39
"(3, 41)",39
"(3, 76)",39
"(0, 16)",40
"(0, 42)",40
"(0, 104)",40
"(0, 110)",40
"(0, 122)",40
"(0, 128)",40
"(0, 141)",40
"(1, 29)",40
"(1, 35)",40
"(1, 53)",40
"(1, 83)",40
"(2, 30)",40
"(2, 97)",40
"(2, 106)",40
"(2, 133)",40
"(2, 148)",40
"(3, 32)",40
"(3, 42)",40
"(3, 48)",40
"(3, 104)",40
"(3, 118)",40
"(3, 122)",40
"(3, 128)",40
"(3, 141)",40
"(0, 77)",41
"(0, 81)",41
"(0, 88)",41
"(0, 133)",41
"(1, 45)",41
"(1, 98)",41
"(1, 115)",41
"(2, 140)",41
"(3, 10)",41
"(3, 11)",41
"(3, 77)",41
"(3, 81)",41
"(3, 88)",41
"(3, 109)",41
"(4, 97)",41
"(4, 103)",41
"(4, 106)",41
"(4, 133)",41
"(4, 148)",41
"(0, 14)",42
"(0, 63)",42
"(0, 107)",42
"(1, 7)",42
"(1, 67)",42
"(1, 70)",42
"(1, 73)",42
"(1, 139)",42
"(2, 22)",42
"(3, 14)",42
"(3, 40)",42
"(3, 80)",42
"(3, 107)",42
"(4, 138)",42
"(0, 2)",43
"(0, 51)",43
"(0, 59)",43
"(0, 149)",43
"(1, 0)",43
"(1, 131)",43
"(2, 33)",43
"(2, 69)",43
"(2, 73)",43
"(2, 99)",43
"(2, 110)",43
"(3, 149)",43
"(4, 51)",43
"(4, 56)",43
"(4, 74)",43
"(0, 111)",44
"(1, 42)",44
"(1, 75)",44
"(1, 104)",44
"(1, 122)",44
"(1, 128)",44
"(1, 141)",44
"(2, 103)",44
"(2, 135)",44
"(3, 5)",44
"(3, 111)",44
"(4, 1)",44
"(4, 7)",44
"(4, 93)",44
"(4, 123)",44
"(0, 3)",45
"(0, 24)",45
"(1, 54)",45
"(1, 77)",45
"(1, 81)",45
"(1, 88)",45
"(2, 16)",45
"(2, 75)",45
"(2, 87)",45
"(2, 132)",45
"(3, 3)",45
"(3, 24)",45
"(4, 76)",45
"(0, 140)",46
"(1, 14)",46
"(1, 16)",46
"(1, 63)",46
"(1, 107)",46
"(1, 110)",46
"(2, 25)",46
"(4, 69)",46
"(4, 85)",46
"(4, 117)",46
"(4, 140)",46
"(0, 61)",47
"(0, 92)",47
"(0, 98)",47
"(1, 59)",47
"(1, 133)",47
"(1, 149)",47
"(2, 38)",47
"(2, 68)",47
"(3, 61)",47
"(3, 92)",47
"(4, 2)",47
"(4, 18)",47
"(4, 19)",47
"(4, 50)",47
"(4, 54)",47
"(4, 130)",47
"(4, 147)",47
"(0, 9)",48
"(0, 67)",48
"(1, 111)",48
"(2, 2)",48
"(2, 49)",48
"(3, 9)",48
"(3, 23)",48
"(4, 5)",48
"(4, 44)",48
"(4, 102)",48
"(0, 91)",49
"(0, 119)",49
"(0, 131)",49
"(1, 3)",49
"(1, 24)",49
"(1, 51)",49
"(2, 29)",49
"(2, 35)",49
"(2, 53)",49
"(2, 70)",49
"(2, 83)",49
"(3, 6)",49
"(3, 91)",49
"(3, 119)",49
"(3, 120)",49
"(4, 11)",49
"(4, 22)",49
"(4, 28)",49
"(4, 45)",49
"(4, 86)",49
"(4, 98)",49
"(0, 4)",50
"(2, 115)",50
"(3, 4)",50
"(3, 137)",50
"(4, 67)",50
"(4, 113)",50
"(4, 136)",50
"(4, 142)",50
"(0, 17)",51
"(0, 90)",51
"(1, 61)",51
"(1, 92)",51
"(2, 139)",51
"(3, 17)",51
"(3, 56)",51
"(3, 90)",51
"(4, 10)",51
"(4, 15)",51
"(4, 131)",51
"(4, 144)",51
"(1, 9)",52
"(1, 140)",52
"(2, 0)",52
"(2, 98)",52
"(3, 35)",52
"(4, 118)",52
"(0, 89)",53
"(0, 146)",53
"(1, 91)",53
"(1, 119)",53
"(2, 42)",53
"(2, 67)",53
"(2, 104)",53
"(2, 122)",53
"(2, 128)",53
"(2, 141)",53
"(3, 52)",53
"(3, 59)",53
"(3, 89)",53
"(3, 127)",53
"(3, 146)",53
"(4, 46)",53
"(4, 52)",53
"(4, 108)",53
"(0, 8)",54
"(1, 4)",54
"(2, 77)",54
"(2, 81)",54
"(2, 88)",54
"(2, 131)",54
"(3, 8)",54
"(3, 68)",54
"(4, 32)",54
"(0, 26)",55
"(0, 34)",55
"(0, 36)",55
"(0, 96)",55
"(1, 17)",55
"(1, 90)",55
"(2, 14)",55
"(2, 63)",55
"(2, 107)",55
"(3, 26)",55
"(3, 28)",55
"(3, 34)",55
"(3, 36)",55
"(3, 96)",55
"(4, 41)",55
"(4, 71)",55
"(4, 112)",55
"(4, 127)",55
"(2, 59)",56
"(2, 149)",56
"(3, 63)",56
"(4, 39)",56
"(4, 60)",56
"(4, 125)",56
"(4, 129)",56
"(0, 116)",57
"(1, 89)",57
"(1, 146)",57
"(2, 111)",57
"(3, 45)",57
"(3, 116)",57
"(4, 6)",57
"(4, 30)",57
"(0, 27)",58
"(0, 105)",58
"(1, 8)",58
"(2, 3)",58
"(2, 24)",58
"(3, 7)",58
"(3, 27)",58
"(3, 70)",58
"(3, 73)",58
"(3, 105)",58
"(4, 21)",58
"(4, 121)",58
"(4, 137)",58
"(1, 26)",59
"(1, 34)",59
"(1, 36)",59
"(1, 96)",59
"(4, 66)",59
"(4, 114)",59
"(4, 120)",59
"(0, 57)",60
"(0, 95)",60
"(2, 61)",60
"(2, 92)",60
"(3, 57)",60
"(3, 75)",60
"(3, 95)",60
"(4, 37)",60
"(0, 65)",61
"(0, 79)",61
"(1, 116)",61
"(2, 9)",61
"(3, 54)",61
"(3, 65)",61
"(3, 79)",61
"(1, 27)",62
"(1, 105)",62
"(2, 91)",62
"(2, 119)",62
"(3, 16)",62
"(3, 110)",62
"(4, 80)",62
"(4, 100)",62
"(4, 124)",62
"(0, 94)",63
"(2, 4)",63
"(3, 94)",63
"(3, 133)",63
"(4, 72)",63
"(1, 57)",64
"(1, 95)",64
"(2, 17)",64
"(2, 90)",64
"(4, 23)",64
"(4, 101)",64
"(4, 134)",64
"(0, 31)",65
"(1, 65)",65
"(1, 79)",65
"(3, 31)",65
"(3, 51)",65
"(4, 82)",65
"(2, 89)",66
"(2, 146)",66
"(4, 40)",66
"(0, 62)",67
"(1, 94)",67
"(2, 8)",67
"(3, 62)",67
"(4, 109)",67
"(4, 145)",67
"(2, 26)",68
"(2, 34)",68
"(2, 36)",68
"(2, 96)",68
"(3, 140)",68
"(4, 13)",68
"(4, 55)",68
"(4, 126)",68
"(1, 31)",69
"(2, 116)",70
"(4, 48)",70
"(1, 62)",71
"(2, 27)",71
"(2, 105)",71
"(4, 84)",71
"(2, 57)",73
"(2, 95)",73
"(4, 58)",73
"(4, 143)",73
"(0, 47)",74
"(2, 65)",74
"(2, 79)",74
"(3, 47)",74
"(4, 12)",75
"(2, 94)",76
"(1, 47)",78
"(2, 31)",78
"(2, 62)",80
"(4, 20)",83
"(4, 43)",86
"(4, 64)",86
"(2, 47)",87
"(4, 78)",89
